Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,15.333218084275723,30.404879581632336,inf,924.456702373563,45,30,5
5,17.25931784361601,29.865083619643283,inf,891.9232196082854,45,30,5
10,13.751637455883126,19.244506914004017,inf,370.3510463631484,45,30,5
15,20.13170358190934,27.899915404640588,inf,778.4052795861012,45,30,5
20,14.340944077074528,19.17825047122607,inf,367.805291137083,45,30,5
25,12.652597606802978,19.590674959274843,inf,383.7945453599583,45,30,5
30,9.92615639368693,17.121189431946615,inf,293.1351275646004,45,30,5
35,7.355476367970308,13.99574999140889,inf,195.88101782202193,45,30,5
40,9.85780407426258,15.476974251738516,inf,239.536731988977,45,30,5
45,10.613541889252762,15.258103212677012,inf,232.8097136487046,45,30,5
50,13.393124719460806,21.208963315174277,inf,449.8201249044083,45,30,5
55,13.354660611972212,18.804134040139594,inf,353.5954569995367,45,30,5
60,17.918618967135746,27.20325635238732,inf,740.0171561737011,45,30,5
65,17.798729278643926,24.800247478035445,inf,615.0522749718035,45,30,5
70,11.238406034310659,21.692446076204895,inf,470.5622167690571,45,30,5
75,9.555459358426743,18.42834673166906,inf,339.6039632626177,45,30,5
80,9.278548430403074,16.788724348329108,inf,281.8612652441786,45,30,5
85,12.342155444870395,22.11408912266369,inf,489.0329377251125,45,30,5
90,4.998001998662948,7.775454998487089,inf,60.457700433497855,45,30,5
95,8.993047207097215,19.598548489207573,inf,384.1031028838205,45,30,5
100,11.933581723521153,24.066670454908618,inf,579.2046267851714,45,30,5
105,11.113330269356567,24.18947199379232,inf,585.130555338463,45,30,5
110,9.607869700311372,23.005281158370767,inf,529.2429611756891,45,30,5
115,13.873522274692853,27.64545048562145,inf,764.2709325529472,45,30,5
120,14.479370953142643,29.105345771671505,inf,847.1211524885564,45,30,5
125,14.651343458890915,25.720435037179392,inf,661.5407785017653,45,30,5
130,20.476927574165167,33.15039915552712,inf,1098.948964170773,45,30,5
135,14.237339399258296,21.14435018812622,inf,447.08354487811334,45,30,5
140,10.044056481371323,19.966598280605744,inf,398.6650468990882,45,30,5
145,11.330613657832146,19.62768012752765,inf,385.24582718854384,45,30,5
150,9.391349653402962,19.44981978101207,inf,378.29548951384845,45,30,5
155,7.65657531817754,19.013674935001127,inf,361.5198345338901,45,30,5
160,9.95043516450872,20.685494214767097,inf,427.88967090916304,45,30,5
165,6.910770937800407,19.11755237227301,inf,365.48080870660135,45,30,5
170,5.050771392385167,16.91926309035823,inf,286.2614635207583,45,30,5
175,6.2953205532704795,18.144484113769018,inf,329.22230375481627,45,30,5
180,4.44480450352033,6.989271203181108,inf,48.84991195161669,45,30,5
185,4.05443323304256,6.401899161539685,inf,40.984312874522516,45,30,5
190,4.054523970186711,6.188489734432001,inf,38.29740519317026,45,30,5
195,9.787671364347142,21.58664474476619,inf,465.98323133674177,45,30,5
200,8.37354335859418,18.364340049562536,inf,337.24898545596653,45,30,5
205,8.576038920879364,21.002918300072427,inf,441.1225771195172,45,30,5
210,9.490834926130873,19.103451259994735,inf,364.9418500429944,45,30,5
215,9.555916482893132,20.708524638460595,inf,428.8429927017295,45,30,5
220,9.051717282334964,21.28030341387586,inf,452.8513133866166,45,30,5
225,5.790441396335761,8.059311857995185,inf,64.9525076244218,45,30,5
230,6.351280975916111,8.67188727881015,inf,75.2016289763893,45,30,5
235,7.64518401324749,10.528937181131326,inf,110.85851816420966,45,30,5
240,9.791889497761927,14.391396040960558,inf,207.11228000777524,45,30,5
245,14.365900939454635,22.984369552551726,inf,528.2812437282669,45,30,5
250,13.289189316829045,21.933705755319156,inf,481.08744816092076,45,30,5
255,16.497486289342245,26.869672978700148,inf,721.9793259822889,45,30,5
260,18.317040576040746,28.481983199182004,inf,811.2233669584859,45,30,5
265,10.579071798299749,21.696199233878694,inf,470.72506119615844,45,30,5
270,12.095557867487269,25.825387017079688,inf,666.9506145819481,45,30,5
275,12.168190247068802,21.649655733346492,inf,468.70759337242265,45,30,5
280,12.661605474849544,25.17237233467058,inf,633.6483289552889,45,30,5
285,17.611782750859856,36.569481174335685,inf,1337.326953360092,45,30,5
290,16.421832369764648,35.86436268803627,inf,1286.2525110190086,45,30,5
295,18.648428784310816,36.39813055869988,inf,1324.8239081681625,45,30,5
300,14.679658710956573,25.326266105396872,inf,641.4197548413745,45,30,5
305,18.275429803179577,32.361497621245526,inf,1047.2665282898797,45,30,5
310,15.221738675733407,29.36799169453583,inf,862.4789361703255,45,30,5
315,13.040433420737584,21.66715669632554,inf,469.4656793031247,45,30,5
320,15.33901698999107,28.43469653883808,inf,808.5319672558102,45,30,5
325,16.604620049397152,25.449820386142505,inf,647.6933576869147,45,30,5
330,10.931327951699496,15.49257227647264,inf,240.01979574172861,45,30,5
335,7.850173424184322,10.697426815926955,inf,114.43494048211309,45,30,5
