Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,86.96891381399972,92.46944794280326,inf,8550.598802846802,30,35,15
15,77.31808569771903,83.48258797764184,,6969.34249544471,30,35,15
30,54.79134314400809,64.03047734233965,,4099.902028687872,30,35,15
45,36.54088603428432,44.91225903387932,,2017.111011526275,30,35,15
60,48.480943407331196,59.36950776998266,,3524.7384528500315,30,35,15
75,61.98254296439035,67.57752424418608,inf,4566.721782973558,30,35,15
90,56.179657091413226,63.50973721647343,,4033.486721305511,30,35,15
105,56.98619962419782,63.73487620205758,inf,4062.1344444916053,30,35,15
120,53.96945724487305,61.42657860419882,,3773.2245590178163,30,35,15
135,38.49948588779994,49.23380682429367,,2423.9677344118663,30,35,15
150,26.22451444353376,33.253368019800746,,1105.7864846603068,30,35,15
165,41.9578004019601,51.92667680304895,,2696.3797638083015,30,35,15
180,57.773628561837334,64.81892093461872,,4201.492511128352,30,35,15
195,60.707657187325616,66.8955260863521,inf,4475.011410369815,30,35,15
210,64.54928534371513,70.17070580970112,inf,4923.927953831623,30,35,15
225,59.20657119750977,66.9528935314062,,4482.689952227815,30,35,15
240,44.893343571254185,54.637626700713454,,2985.270251486516,30,35,15
255,34.20831484113421,41.960839053479376,,1760.7120140719996,30,35,15
270,55.24094336373465,64.65065514065857,,4179.707210116363,30,35,15
285,74.54191404070173,81.70100956020276,,6675.054963156344,30,35,15
300,80.16680025373186,86.43668727163852,,7471.3009064950365,30,35,15
315,85.2267716544015,90.5696342492244,inf,8202.858648038282,30,35,15
330,83.74000080653599,90.20764728067813,,8137.419627915237,30,35,15
345,65.96762967790876,76.17324641241649,,5802.363469006722,30,35,15
