Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,48.480943407331196,59.36950776998266,,3524.7384528500315,90,35,15
15,61.98254296439035,67.57752424418608,inf,4566.721782973558,90,35,15
30,56.179657091413226,63.50973721647343,,4033.486721305511,90,35,15
45,56.98619962419782,63.73487620205758,inf,4062.1344444916053,90,35,15
60,53.96945724487305,61.42657860419882,,3773.2245590178163,90,35,15
75,38.49948588779994,49.23380682429367,,2423.9677344118663,90,35,15
90,26.22451444353376,33.253368019800746,,1105.7864846603068,90,35,15
105,41.9578004019601,51.92667680304895,,2696.3797638083015,90,35,15
120,57.773628561837334,64.81892093461872,,4201.492511128352,90,35,15
135,60.707657187325616,66.8955260863521,inf,4475.011410369815,90,35,15
150,64.54928534371513,70.17070580970112,inf,4923.927953831623,90,35,15
165,59.20657119750977,66.9528935314062,,4482.689952227815,90,35,15
180,44.893343571254185,54.637626700713454,,2985.270251486516,90,35,15
195,34.20831484113421,41.960839053479376,,1760.7120140719996,90,35,15
210,55.24094336373465,64.65065514065857,,4179.707210116363,90,35,15
225,74.54191404070173,81.70100956020276,,6675.054963156344,90,35,15
240,80.16680025373186,86.43668727163852,,7471.3009064950365,90,35,15
255,85.2267716544015,90.5696342492244,inf,8202.858648038282,90,35,15
270,83.74000080653599,90.20764728067813,,8137.419627915237,90,35,15
285,65.96762967790876,76.17324641241649,,5802.363469006722,90,35,15
